0,0.334,0.317,0.317
0.1,0.345,0.325,0.32
0.2,0.36,0.326,0.321
0.3,0.381,0.328,0.322
0.7,0.399,0.33,0.322
0.9,0.397,0.329,0.322
1,0.398,0.332,0.323
